"dataset_kind","site_id","park_name","scan_id","local_tree_id","persistent_tree_id","quarter","date","scenario","simulated_manual_dbh_cm","simulated_ai_dbh_cm","simulated_height_m","simulated_latitude","simulated_longitude","simulated_measurement_height_m","identity_kind","position_kind","reference_scan_id","reference_tree_id","seed"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q1","Tree_015","SIM-park-4094350e24-Tree_015","2025Q1","2025-03-31","stalled","73.62","73.83","16.75","24.1436859","120.6850015","1.3","simulated","simulated","20260818092855","Tree_015","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q2","Tree_015","SIM-park-4094350e24-Tree_015","2025Q2","2025-06-30","stalled","73.67","73.71","16.75","24.1436859","120.6850015","1.3","simulated","simulated","20260818092855","Tree_015","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q3","Tree_015","SIM-park-4094350e24-Tree_015","2025Q3","2025-09-30","stalled","73.65","73.77","16.75","24.1436859","120.6850015","1.3","simulated","simulated","20260818092855","Tree_015","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q4","Tree_015","SIM-park-4094350e24-Tree_015","2025Q4","2025-12-31","stalled","73.65","74.01","16.75","24.1436859","120.6850015","1.3","simulated","simulated","20260818092855","Tree_015","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q1","Tree_015","SIM-park-4094350e24-Tree_015","2026Q1","2026-03-31","stalled","73.58","73.69","16.75","24.1436859","120.6850015","1.3","simulated","simulated","20260818092855","Tree_015","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q2","Tree_015","SIM-park-4094350e24-Tree_015","2026Q2","2026-06-30","stalled","73.65","73.76","16.75","24.1436859","120.6850015","1.3","simulated","simulated","20260818092855","Tree_015","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q3","Tree_016","SIM-park-4094350e24-Tree_016","2022Q3","2022-09-30","negative_review","62.64","62.76","15.54","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q4","Tree_016","SIM-park-4094350e24-Tree_016","2022Q4","2022-12-31","negative_review","62.67","62.55","15.55","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q1","Tree_016","SIM-park-4094350e24-Tree_016","2023Q1","2023-03-31","negative_review","62.73","62.99","15.56","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q2","Tree_016","SIM-park-4094350e24-Tree_016","2023Q2","2023-06-30","negative_review","62.92","63.33","15.57","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q3","Tree_016","SIM-park-4094350e24-Tree_016","2023Q3","2023-09-30","negative_review","63.04","63.78","15.59","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q4","Tree_016","SIM-park-4094350e24-Tree_016","2023Q4","2023-12-31","negative_review","63.16","63.81","15.6","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q1","Tree_016","SIM-park-4094350e24-Tree_016","2024Q1","2024-03-31","negative_review","63.12","63.25","15.61","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q2","Tree_016","SIM-park-4094350e24-Tree_016","2024Q2","2024-06-30","negative_review","63.29","63.26","15.62","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q3","Tree_016","SIM-park-4094350e24-Tree_016","2024Q3","2024-09-30","negative_review","63.37","62.71","15.64","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q4","Tree_016","SIM-park-4094350e24-Tree_016","2024Q4","2024-12-31","negative_review","63.55","63.77","15.65","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q1","Tree_016","SIM-park-4094350e24-Tree_016","2025Q1","2025-03-31","negative_review","63.66","64.2","15.66","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q2","Tree_016","SIM-park-4094350e24-Tree_016","2025Q2","2025-06-30","negative_review","63.72","64.09","15.67","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q3","Tree_016","SIM-park-4094350e24-Tree_016","2025Q3","2025-09-30","negative_review","63.87","63.84","15.69","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q4","Tree_016","SIM-park-4094350e24-Tree_016","2025Q4","2025-12-31","negative_review","62.52","62.9","15.53","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q1","Tree_016","SIM-park-4094350e24-Tree_016","2026Q1","2026-03-31","negative_review","62.63","62.54","15.54","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q2","Tree_016","SIM-park-4094350e24-Tree_016","2026Q2","2026-06-30","negative_review","62.61","62.5","15.55","24.1437611","120.6850169","1.3","simulated","simulated","20260818092855","Tree_016","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q3","Tree_017","SIM-park-4094350e24-Tree_017","2022Q3","2022-09-30","steady","73.24","73.79","16.71","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q4","Tree_017","SIM-park-4094350e24-Tree_017","2022Q4","2022-12-31","steady","73.54","73.86","16.73","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q1","Tree_017","SIM-park-4094350e24-Tree_017","2023Q1","2023-03-31","steady","73.65","73.71","16.75","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q2","Tree_017","SIM-park-4094350e24-Tree_017","2023Q2","2023-06-30","steady","73.99","74.15","16.78","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q3","Tree_017","SIM-park-4094350e24-Tree_017","2023Q3","2023-09-30","steady","74.2","74.48","16.8","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q4","Tree_017","SIM-park-4094350e24-Tree_017","2023Q4","2023-12-31","steady","74.45","74.32","16.83","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q1","Tree_017","SIM-park-4094350e24-Tree_017","2024Q1","2024-03-31","steady","74.59","74.76","16.85","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q2","Tree_017","SIM-park-4094350e24-Tree_017","2024Q2","2024-06-30","steady","74.96","75.44","16.88","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q3","Tree_017","SIM-park-4094350e24-Tree_017","2024Q3","2024-09-30","steady","75.15","75.43","16.9","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q4","Tree_017","SIM-park-4094350e24-Tree_017","2024Q4","2024-12-31","steady","75.46","75.81","16.93","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q1","Tree_017","SIM-park-4094350e24-Tree_017","2025Q1","2025-03-31","steady","75.55","75.17","16.95","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q2","Tree_017","SIM-park-4094350e24-Tree_017","2025Q2","2025-06-30","steady","75.82","75.94","16.98","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q3","Tree_017","SIM-park-4094350e24-Tree_017","2025Q3","2025-09-30","steady","76.14","76.12","17","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q4","Tree_017","SIM-park-4094350e24-Tree_017","2025Q4","2025-12-31","steady","76.25","76.42","17.02","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q1","Tree_017","SIM-park-4094350e24-Tree_017","2026Q1","2026-03-31","steady","76.5","76.53","17.05","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q2","Tree_017","SIM-park-4094350e24-Tree_017","2026Q2","2026-06-30","steady","76.79","76.49","17.07","24.1438363","120.6850323","1.3","simulated","simulated","20260818092855","Tree_001","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q3","Tree_018","SIM-park-4094350e24-Tree_018","2022Q3","2022-09-30","slow","58.41","58.62","15.06","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q4","Tree_018","SIM-park-4094350e24-Tree_018","2022Q4","2022-12-31","slow","58.39","58.86","15.06","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q1","Tree_018","SIM-park-4094350e24-Tree_018","2023Q1","2023-03-31","slow","58.48","58.73","15.07","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q2","Tree_018","SIM-park-4094350e24-Tree_018","2023Q2","2023-06-30","slow","58.51","58.5","15.08","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q3","Tree_018","SIM-park-4094350e24-Tree_018","2023Q3","2023-09-30","slow","58.65","58.01","15.08","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q4","Tree_018","SIM-park-4094350e24-Tree_018","2023Q4","2023-12-31","slow","58.68","58.87","15.09","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q1","Tree_018","SIM-park-4094350e24-Tree_018","2024Q1","2024-03-31","slow","58.73","59.17","15.09","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q2","Tree_018","SIM-park-4094350e24-Tree_018","2024Q2","2024-06-30","slow","58.79","59.38","15.1","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q3","Tree_018","SIM-park-4094350e24-Tree_018","2024Q3","2024-09-30","slow","58.92","58.96","15.11","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q4","Tree_018","SIM-park-4094350e24-Tree_018","2024Q4","2024-12-31","slow","58.84","58.47","15.11","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q1","Tree_018","SIM-park-4094350e24-Tree_018","2025Q1","2025-03-31","slow","58.99","58.68","15.12","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q2","Tree_018","SIM-park-4094350e24-Tree_018","2025Q2","2025-06-30","slow","58.98","59.46","15.12","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q3","Tree_018","SIM-park-4094350e24-Tree_018","2025Q3","2025-09-30","slow","59.1","59.34","15.13","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q4","Tree_018","SIM-park-4094350e24-Tree_018","2025Q4","2025-12-31","slow","59.05","58.99","15.14","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q1","Tree_018","SIM-park-4094350e24-Tree_018","2026Q1","2026-03-31","slow","59.15","59.15","15.14","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q2","Tree_018","SIM-park-4094350e24-Tree_018","2026Q2","2026-06-30","slow","59.22","59.03","15.15","24.1439037","120.6850442","1.3","simulated","simulated","20260818092855","Tree_002","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q3","Tree_019","SIM-park-4094350e24-Tree_019","2022Q3","2022-09-30","stalled","11.67","11.91","7.44","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q4","Tree_019","SIM-park-4094350e24-Tree_019","2022Q4","2022-12-31","stalled","11.85","11.99","7.49","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q1","Tree_019","SIM-park-4094350e24-Tree_019","2023Q1","2023-03-31","stalled","12.1","11.84","7.54","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q2","Tree_019","SIM-park-4094350e24-Tree_019","2023Q2","2023-06-30","stalled","12.23","12.08","7.59","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q3","Tree_019","SIM-park-4094350e24-Tree_019","2023Q3","2023-09-30","stalled","12.43","12.45","7.64","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q4","Tree_019","SIM-park-4094350e24-Tree_019","2023Q4","2023-12-31","stalled","12.61","13.5","7.69","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q1","Tree_019","SIM-park-4094350e24-Tree_019","2024Q1","2024-03-31","stalled","12.81","13.58","7.74","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q2","Tree_019","SIM-park-4094350e24-Tree_019","2024Q2","2024-06-30","stalled","13.03","13.07","7.79","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q3","Tree_019","SIM-park-4094350e24-Tree_019","2024Q3","2024-09-30","stalled","13.26","13.28","7.84","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q4","Tree_019","SIM-park-4094350e24-Tree_019","2024Q4","2024-12-31","stalled","13.2","13.7","7.84","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q1","Tree_019","SIM-park-4094350e24-Tree_019","2025Q1","2025-03-31","stalled","13.15","12.76","7.84","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q2","Tree_019","SIM-park-4094350e24-Tree_019","2025Q2","2025-06-30","stalled","13.19","13.44","7.84","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q3","Tree_019","SIM-park-4094350e24-Tree_019","2025Q3","2025-09-30","stalled","13.27","13.29","7.84","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q4","Tree_019","SIM-park-4094350e24-Tree_019","2025Q4","2025-12-31","stalled","13.18","12.93","7.84","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q1","Tree_019","SIM-park-4094350e24-Tree_019","2026Q1","2026-03-31","stalled","13.19","13.39","7.84","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q2","Tree_019","SIM-park-4094350e24-Tree_019","2026Q2","2026-06-30","stalled","13.23","13.16","7.84","24.1439395","120.6850419","1.3","simulated","simulated","20260818092855","Tree_003","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q3","Tree_020","SIM-park-4094350e24-Tree_020","2022Q3","2022-09-30","negative_review","40.41","40.71","12.73","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q4","Tree_020","SIM-park-4094350e24-Tree_020","2022Q4","2022-12-31","negative_review","40.65","40.91","12.77","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q1","Tree_020","SIM-park-4094350e24-Tree_020","2023Q1","2023-03-31","negative_review","40.89","40.47","12.81","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q2","Tree_020","SIM-park-4094350e24-Tree_020","2023Q2","2023-06-30","negative_review","41.15","41.1","12.85","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q3","Tree_020","SIM-park-4094350e24-Tree_020","2023Q3","2023-09-30","negative_review","41.45","41.89","12.89","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q4","Tree_020","SIM-park-4094350e24-Tree_020","2023Q4","2023-12-31","negative_review","41.71","42.26","12.93","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q1","Tree_020","SIM-park-4094350e24-Tree_020","2024Q1","2024-03-31","negative_review","41.92","41.75","12.97","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q2","Tree_020","SIM-park-4094350e24-Tree_020","2024Q2","2024-06-30","negative_review","42.19","42.49","13","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q3","Tree_020","SIM-park-4094350e24-Tree_020","2024Q3","2024-09-30","negative_review","42.53","42.09","13.04","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q4","Tree_020","SIM-park-4094350e24-Tree_020","2024Q4","2024-12-31","negative_review","42.86","42.71","13.08","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q1","Tree_020","SIM-park-4094350e24-Tree_020","2025Q1","2025-03-31","negative_review","43.08","43.51","13.12","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q2","Tree_020","SIM-park-4094350e24-Tree_020","2025Q2","2025-06-30","negative_review","43.48","43.04","13.16","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q3","Tree_020","SIM-park-4094350e24-Tree_020","2025Q3","2025-09-30","negative_review","43.76","43.6","13.2","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q4","Tree_020","SIM-park-4094350e24-Tree_020","2025Q4","2025-12-31","negative_review","42.43","42.55","13.03","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q1","Tree_020","SIM-park-4094350e24-Tree_020","2026Q1","2026-03-31","negative_review","42.75","43.08","13.07","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q2","Tree_020","SIM-park-4094350e24-Tree_020","2026Q2","2026-06-30","negative_review","43.09","43.29","13.11","24.1439753","120.6850397","1.3","simulated","simulated","20260818092855","Tree_004","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q3","Tree_021","SIM-park-4094350e24-Tree_021","2022Q3","2022-09-30","steady","15.34","15.64","8.34","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q4","Tree_021","SIM-park-4094350e24-Tree_021","2022Q4","2022-12-31","steady","15.42","15.39","8.37","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q1","Tree_021","SIM-park-4094350e24-Tree_021","2023Q1","2023-03-31","steady","15.53","15.66","8.39","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q2","Tree_021","SIM-park-4094350e24-Tree_021","2023Q2","2023-06-30","steady","15.61","15.6","8.41","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q3","Tree_021","SIM-park-4094350e24-Tree_021","2023Q3","2023-09-30","steady","15.64","15.64","8.43","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q4","Tree_021","SIM-park-4094350e24-Tree_021","2023Q4","2023-12-31","steady","15.76","15.52","8.45","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q1","Tree_021","SIM-park-4094350e24-Tree_021","2024Q1","2024-03-31","steady","15.9","15.95","8.47","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q2","Tree_021","SIM-park-4094350e24-Tree_021","2024Q2","2024-06-30","steady","16.04","15.99","8.49","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q3","Tree_021","SIM-park-4094350e24-Tree_021","2024Q3","2024-09-30","steady","16.07","16.09","8.51","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2024Q4","Tree_021","SIM-park-4094350e24-Tree_021","2024Q4","2024-12-31","steady","16.17","15.86","8.54","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q1","Tree_021","SIM-park-4094350e24-Tree_021","2025Q1","2025-03-31","steady","16.19","16.78","8.56","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q2","Tree_021","SIM-park-4094350e24-Tree_021","2025Q2","2025-06-30","steady","16.4","16.59","8.58","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q3","Tree_021","SIM-park-4094350e24-Tree_021","2025Q3","2025-09-30","steady","16.38","16.46","8.6","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2025Q4","Tree_021","SIM-park-4094350e24-Tree_021","2025Q4","2025-12-31","steady","16.49","16.42","8.62","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q1","Tree_021","SIM-park-4094350e24-Tree_021","2026Q1","2026-03-31","steady","16.68","17.08","8.64","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2026Q2","Tree_021","SIM-park-4094350e24-Tree_021","2026Q2","2026-06-30","steady","16.77","16.84","8.66","24.1440112","120.6850375","1.3","simulated","simulated","20260818092855","Tree_005","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q3","Tree_022","SIM-park-4094350e24-Tree_022","2022Q3","2022-09-30","slow","29.37","29.73","11.06","24.144047","120.6850353","1.3","simulated","simulated","20260818092855","Tree_006","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2022Q4","Tree_022","SIM-park-4094350e24-Tree_022","2022Q4","2022-12-31","slow","29.47","28.58","11.07","24.144047","120.6850353","1.3","simulated","simulated","20260818092855","Tree_006","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q1","Tree_022","SIM-park-4094350e24-Tree_022","2023Q1","2023-03-31","slow","29.55","29.64","11.08","24.144047","120.6850353","1.3","simulated","simulated","20260818092855","Tree_006","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q2","Tree_022","SIM-park-4094350e24-Tree_022","2023Q2","2023-06-30","slow","29.58","29.97","11.09","24.144047","120.6850353","1.3","simulated","simulated","20260818092855","Tree_006","20260923"
"simulated","park-4094350e24","臺中公園","sim20260327tcp001-2023Q3","Tree_022","SIM-park-4094350e24-Tree_022","2023Q3","2023-09-30","slow","29.66","29.81","11.1","24.144047","120.6850353","1.3","simulated","simulated","20260818092855","Tree_006","20260923"
